,news_title,news_subtitle,news_article,news_url
1162,"[뉴스탐험대] 청소년 흡연 줄고, 수면 만족도 높아져",,"◇ 청소년 흡연 줄고, 수면 만족도 높아져 지난해 우리나라 청소년의 수면 만족도는 늘고, 흡연율은 줄어든 것으로 나타났다. 질병관리청은 30일 '제16차(2020) 청소년건강행태조 통계' 결과를 발표했다. 조는 전국 중학교 1학년~고등학교 3학년 5만4948명을 대상으로 행됐다. 청소년의 주중 평균 수면 시간은 6.2시간으로 전년도와 비슷했다. 하지만 청소년이 ""잠을 잔 시간이 충분하다""고 생각한 '주관적 수면 충족률'은 전년보다 남·여학생 모두 증가했다. 남학생의 수면 충족률은 2019년 26.9％에서 34.7％, 여학생은 15.4％에서 25.6％로 높아졌다. 흡연하는 청소년은 전년보다 줄었다. 일반 담배로 흡연하는 남학생 비율은 2019년 9.3％에서 지난해 6.0％로 감소했다. 2005년 조 시작 이후 가장 낮은 수치다. 여학생의 일반 담배 흡연율도 3.8％에서 2.7％로 낮아졌다. 청소년의 전자 담배 용률도 감소한 것으로 드러났다. 정은경 질병관리청장은 ""이 같은 결과가 코로나19의 영향 때문인지 심층적인 분석이 필요하다""고 밝혔다.",http://kid.chosun.com/site/data/html_dir/2021/04/01/2021040100348.html
1163,[名作 속 이 문장] 호밀밭의 파수꾼,,"20세기를 대표하는 미국 소설 '호밀밭의 파수꾼(1951년 作)'입니다. 제롬 데이비드 셀린저(1919~2010·)가 자신의 경험을 바탕으로 쓴 자전적(自傳的) 성장 소설이죠. 이야기는 16세의 '문제아' 홀든 콜필드를 중심으로 흘러갑니다. 부유한 집안에서 자란 홀든은 명문 립학교에서 '성적 미달'로 퇴학당해요. 이후 지긋지긋한 집과 어른들로부터 도망치죠. 소설은 '가출 소년' 홀든이 2박 3일간 뉴욕 거리를 헤매며 경험하는 일을 일인칭 시점에서 묘합니다. 작중 홀든은 위선적인 어른들을 보며 반감(反感)을 느끼는 순수한 인물입니다. 소년의 눈에 세계는 거짓과 속물근성으로 가득 차 있죠. 그런 홀든의 꿈은 호밀밭의 파수꾼이 되는 겁니다. '호밀밭'이라는 동심(童心)의 세계에서 어린이들이 마음껏 뛰놀 수 있도록, 비참한 현실을 상징하는 '절벽' 아래로 떨어지지 않도록 곁에서 지켜주고 싶어하죠. 홀든이 보호하고자 했던 건 어린아이들의 순수한 마음 그 자체였어요. 춘기 청소년의 방황과 감수성을 그린 이 소설은 지난 70년간 또래 아이들의 '필독서(必讀書)'로 널리 읽혔습니다. 지금도 미국에선 매년 30만 부 이상 팔리는 '베스트 셀러'랍니다.",http://kid.chosun.com/site/data/html_dir/2021/04/01/2021040102573.html
1164,[뉴스탐험대] 눈에 튀거나 실수로 먹거나… 어린이 '손 소독제' 안전사고 주의,,"코로나19로 생활필수품이 된 손 소독제가 안전고 유발 '요주의 물품'이 되고 있다. 한국소비자원(이하 소비자원)은 ""용 중 눈에 튀거나 젤리로 오인해 삼키는 등의 안전고가 발생해 각별한 주의가 필요하다""고 30일 당부했다. 소비자원이 김병욱(경기 분당을) 국회의원실과 '손 소독제 위해(危害) 례'를 공동으로 분석한 결과에 따르면, 지난해 소비자 위해 감시 시스템(CISS)에 접수된 건수는 총 69건. 2019년 4건에 비해 큰 폭으로 늘었다. 이 중 위해 례로 볼 수 있는 55건에서 40건(72.7%)이 '눈' 관련 안전고였고, 11건(20.0%)이 손 소독제를 삼켜 발생한 '소화기 계통' 문제였다. 피해자 나이를 살펴보면, 안구 고의 경우 24건(60.0%)이 '만 14세 이하 어린이'였다. '소화기 계통 고'에서는 5건(45.5%)이 '만 5세 미만 영·유아'에게 발생했다. 소비자원 측은 ""엘리베이터 내에 설치된 손 소독제를 용하다 눈에 튀거나, 손에 묻히고 장난을 치다 눈을 비벼 손상을 입은 경우가 적지 않다""며 ""손 소독제를 음료 또는 젤리로 잘못 인식하는 경우도 있으므로 가급적 어린이의 손에 닿지 않게 보관해야 한다""고 당부했다. ▶ 안전한 손소독제 용법기 바로가기",http://kid.chosun.com/site/data/html_dir/2021/03/30/2021033003116.html
1165,[ROBLOX] 전 세계적 인기… '로블록스' 매력은?,"뭐든 될 수 있고, 뭐든 할 수 있는 세상","요즘 채서은(서울 잠원초 5) 양은 학교 수업이 끝나면 친구들과 만나 술래잡기 놀이를 한다. 적게는 2~3명, 많게는 6명까지 모여 팀을 나눈 다음 술래가 돼 친구들을 잡으러 다니거나 술래에게 잡히지 않으려고 바쁘게 도망 다닌다. 신나게 뛰어다니는 동안 갑갑한 마스크는 쓰지 않는다. 서은 양이 노는 공간은 다름 아닌 온라인 게임 플랫폼 '로블록스' 속 3차원(3D) 가상 세계다. 서은 양은 ""코로나19 때문에 친구들과 시간을 보내기가 어려운데 로블록스 속에서는 얼마든지 함께 놀 수 있어 좋다""며 ""하굣길에는 '이따 8시에 로블록스에서 만나!' 하고 약속을 잡는 게 인가 됐다""고 했다. 전 세계 초등학생이 푹 빠 로블록스는 레고 블록처럼 생긴 아바타로 다양한 온라인 게임을 할 수 있는 서비스다. 월간 활성 이용자 수(MAU)는 1억5000만 명 이상, 하루 접속자 수는 4000만 명에 달한다. 로블록스가 탄생한 미국에서는 9~12세 어린이의 3분의 2가 로블록스 속 가상 세계에서 여가를 즐긴다. '회적 거리 두기'가 일상이 된 지난해부터는 국내 이용자 수도 부쩍 늘었다. 이채윤(경기 평택 가내초 5) 양은 ""주변 친구들 가운데 절반 이상은 로블록스를 한다""고 말했다. 대표적인 메타버스 플랫폼… ""실감 나게 체험할 수 있어 좋아"" 어린이들은 무슨 활동을 할지, 어떤 람이 될지 마음대로 결정할 수 있다는 점에서 로블록스에 열광한다. 로블록스 세계에서는 누구나 '나'를 표현하는 아바타가 돼 움직인다. 이용자는 머리부터 발끝까지 원하는 대로 아바타를 꾸미고 '내가 원하는 나'의 모습으로 변신할 수 있다. 여러 게임에 접속해 친구들과 마피아 게임을 하거나 던전에 들어가 몬스터를 냥하는 기가 되고, 장애물을 뚫고 목표 지점까지 경주하는 것도 자유다. ""로블록스에서는 어린이가 실제로 하기 힘든 일을 실감 나게 체험할 수 있어서 좋아요."" 손정우(울산 옥동초 5) 군에게 로블록스를 이용하는 이유를 묻자 이런 대답이 돌아왔다. 대표적인 '메타버스'〈어린이조선일보 2021년 3월 23일자 1면 참조〉 플랫폼인 로블록스에서는 현실에서 하는 거의 모든 일을 그대로 체험하는 게 가능하다. 피자 가게에서 아르바이트를 하고 멋 오토바이를 타고 이동하거나 옷을 만들어 다른 이용자에게 판매할 수도 있다. 평균 동시 접속자 수가 20만 명이 넘는 등 어린이에게 가장 인기가 많은 게임 중 하나인 '입양하세요'는 아이를 입양하는 부모가 되거나, 입양아가 돼 새로운 가족을 만나는 내용이 골자다. 박해랑(부산 명장초 5) 양은 ""직접 가족을 꾸리는 게임을 하면서 부모님의 입장이 돼 보고, 감하는 마음이 커졌다""고 했다. 정우 군은 ""노르망디 상륙 작전을 체험하는 게임으로 군인 아저씨들의 노고를 간접적으로나마 느낄 수 있었다""고 했다. 3D 가상 세계 구현한 게임 플랫폼 하루 접속자 수 4000만 명에 달해 아르바이트·입양 가정 꾸리기 등 실제론 어려운 일, 실감 나게 체험 게임 손쉽게 만들어 함께 즐겨 내가 직접 만드는 나만의 세상 2006년 미국에서 처음 출시된 로블록스는 스마트폰이 대중화한 2010년 하반기부터 인기를 얻기 시작했다. 지난해부터는 코로나19로 비(非)대면·언택트 바람이 불면서 급물살을 탔다. 다른 람과 소통하면서 게임을 즐길 수 있다는 장점 덕분에 '회적 거리 두기'로 오프라인에서 소외감과 외로움을 느낀 람들이 몰려들어서다. 아바타의 모습으로 대화를 나누며 평소 표현하지 못했던 속마음을 전달할 수도 있다. 서은 양은 ""게임 안에서 낚시를 하면서 엄마, 언니와 이런저런 이야기를 나눌 수 있어 즐거웠다""고 했다. 로블록스 안에서 플레이할 수 있는 게임은 5000만 가지 이상. 로블록스에 내장된 '로블록스 스튜디오' 프로그램을 이용하면 누구나 손쉽게 게임을 만들 수 있어 하루에도 새 게임이 3만 개씩 게시된다. 이 중 게임 제작자 상위 300명은 1년에 10만 달러 이상을 벌어들인다. 복잡한 코딩을 몰라도 자신이 꿈꾸는 가상 세계를 세우는 게 가능하기 때문에 직접 제작에 나선 초등학생도 많다. 미국에서는 코딩의 개념을 교육하는 데 로블록스를 활용하는 학교도 있다. 얼마 전부터 친구와 함께 게임을 만들고 있다는 이채윤 양은 ""하루에 1~2시간씩 투자해 높은 탑에 올라가는 게임을 제작하고 있다""며 ""내가 좋아하는 애니메이션 '안녕 자두야' 속 세계를 직접 만든다고 생각하니 설렌다""고 했다.",http://kid.chosun.com/site/data/html_dir/2021/03/31/2021033102721.html
1166,"[팝콘뉴스] ""예쁜 리본 달고 좋은 주인 만나렴!"" 유기견 넥타이 만드는 재봉틀 소년",,"""유기견에게 근한 리본 넥타이를 선물해야겠어! 그럼 입양이 더 잘될 거야."" 뉴스위크 등 외신은 최근 재봉틀 실력을 발휘해 유기 동물을 돕는 다리우스 브라운(Darius Brown·14) 군의 연을 소개했습니다. 선행은 8살 무렵 누나가 다리우스에게 리본을 만들어 주면서 시작됐죠. 다리우스의 친구들도 리본을 갖고 싶다고 했어요. 누나는 다리우스에게 재봉틀 용법을 알려주며 직접 만들어 보라고 했죠. 놀랍게도 다리우스의 손재주가 대단했어요. 단시간에 멋 리본을 뚝딱 만들어 냈죠. 이후 2017년, 허리케인이 미국 중남부를 강타했을 때였어요. 강아지와 고양이 수백 마리가 유기됐는데요. 이 뉴스를 본 다리우스는 재능을 발휘하기로 했어요. 동물들이 귀여워 보이도록 리본을 선물하기로 한 거예요. 다리우스의 리본을 단 동물들은 새 주인도 빨리 찾을 수 있었어요. 봉를 이어 간 다리우스는 지금까지 1000개가 넘는 보호소에 리본을 기부했답니다. 2018년 오바마 전(前) 대통령에게 칭찬 편지를 받았던 다리우스는 최근 바이든 대통령의 반려견 챔프와 메이저를 위한 리본도 만들어 줬다고 해요. 다리우스는 ""숙제하는 시간을 쪼개 리본을 만든다""며 ""앞으로 동물을 더 많이 도울 수 있도록 할 것""이라고 말했습니다.",http://kid.chosun.com/site/data/html_dir/2021/03/31/2021033102731.html
1167,방탄소년단(BTS) ‘아시안 혐오 그만’ 트위터 전문,,"#Stop Asian Hate #Stop AAPI Hate 2021.3.30 랑하는 가족을 잃은 분들께 위로의 말씀을 전합니다. 그리고 슬픔과 함께 심으로 분노를 느낍니다. 저희는 아시안이라는 이유로 차별을 당한 기억이 있습니다. 길을 걷다 아무 이유 없이 욕을 듣고, 외모를 비하당하기도 했습니다. 심지어 아시안이 왜 영어를 하느냐는 말도 들어보았습니다. 저희의 경험은 바로 지금 일어나고 있는 일에 비하면 아주 소합니다. 하지만, 그때 겪은 일들은 저희를 위축시켰고 자존감을 앗아가기도 했습니다. 하물며 인종이 다르다는 이유로 증오와 폭력의 대상이 딘다는 건 저희가 감히 표현할 수 없는 고통일 것입니다. 지금 벌어지고 있는 일은 아시안으로서 저희의 정체성과 떼어서 생각할 수 없습니다. 실 이런 이야기들을 꺼내놓기까지, 또 저희의 목소리를 어떻게 전할지 결정하기까지 많은 고민이 있었습니다. 그러나 결국, 우리가 전달해야 할 메시지는 분명합니다. 우리는 인종차별에 반대합니다. 우리는 폭력에 반대합니다. 나, 당신, 우리 모두는 존중받을 권리가 있습니다. 함께 하겠습니다.",http://kid.chosun.com/site/data/html_dir/2021/03/31/2021033101413.html
1168,"[뉴스탐험대] 화이자 백신, 청소년에 100％ 예방 효과",,"미국 제약 화이자와 독일 바이오 기술 업체 바이오엔테크가 개발한 코로나19 백신이 12~15세 청소년들에게서 100％의 예방 효과를 보인 것으로 나타났다. 이에 미국에서는 이르면 올가을부터 18세 미만 청소년이 백신을 맞을 수 있을 것으로 보인다. AFP통신에 따르면 지난달 31일(현지 시각) 화이자와 바이오엔테크는 성명을 통해 ""미국 청소년 2260명을 대상으로 시행한 임상시험 결과 코로나19 를 100％ 예방하는 효능이 입증됐다""고 밝혔다. 화이자와 바이오엔테크는 이번 결과를 미국 식품의약국(FDA)에 제출하고 백신 접종 대상을 청소년까지 확대해달라고 요청할 계획이다. 현재 코로나19 백신 가운데 화이자 제품은 16세 이상에만, 모더나와 존슨앤드존슨(J&J)의 약품은 18세 이상 성인에게만 접종이 허용됐다. 한편, 화이자와 바이오엔테크는 지난주부터 5~11세 어린이 대상 임상시험에 착수했다. 다음 주부터는 2~5세 미만 대상 임상시험도 시작한다. 미국 모더나와 영국 아스트라제네카 등도 어린이를 대상으로 한 임상시험을 속속 추하고 있다.",http://kid.chosun.com/site/data/html_dir/2021/04/01/2021040102586.html
1169,[뉴스탐험대] 시각장애인에 주변 정보 알리는 'AI 배낭',,"시각장애인에게 안내견 대신 장애물 등 주변 정보를 알려 주는 인공지능(AI) 배낭이 등장했다. 미국 일간(日刊) 워싱턴포스트는 최근 ""AI를 이용해 시각장애인이 안전하게 이동하도록 돕는 배낭을 조지아대 인공지능연구소 측이 개발했다""고 보도했다. AI 배낭은 이용자의 위치를 감지하는 GPS(위성항법시스템) 장치가 설치된 경량 노트북과 AI 카메라가 숨겨 조끼 등으로 구성됐다. 카메라가 주변을 인식해 정보를 전달하면 용자는 블루투스 이어폰을 통해 이를 듣는 식이다. AI 시스템은 ""왼쪽"" ""오른쪽"" 같은 음성으로 장애물의 위치를 알리거나 막다른 길에 접근했을 때 ""정지""라고 말하는 등 상황을 알린다. AI 배낭은 앞으로 시각장애인 안내견을 대체할 수 있을 것으로 기대된다. 이번 연구를 주도한 자가디쉬 마헨드란(Jagadish K. Mahendran) 박는 ""AI 안내 시스템을 스마트 안경으로 구현하는 연구도 준비 중""이라고 했다.",http://kid.chosun.com/site/data/html_dir/2021/04/01/2021040102588.html
1170,[팝콘뉴스] 24년간 나무 1만1000그루 심어 황무지에 물 솟게 한 인니 할아버지,,"인도네시아 자바에 는 디만(Sadiman·69)씨는 산불로 폐허가 된 땅을 24년간 온갖 고난을 이겨내고 마침내 녹지(綠地)로 만든 기적(奇跡)의 할아버지랍니다. 19일(현지 시각) 로이터 등 외신에 따르면, 디만이 거주하는 자바 지역은 과거 큰 산불이 난 뒤 나무가 거의 자라지 않고 땅도 황무지가 됐습니다. 디만은 나무가 없으면 땅은 더욱 마르고 건조해질 것이라는 생각에 나무를 심기로 결심했어요. 그는 황량한 땅에 '반얀나무'와 '무화과나무'를 심었지요. 두 나무는 땅속 깊이 뿌리를 뻗어 건조한 환경에서 잘 자라며 물도 많이 머금을 수 있다고 해요. 디만을 바라보는 마을 람들의 태도는 처음에는 냉랭했습니다. 그가 기른 염소를 나무 묘목으로 교환하는 걸 보고 ""미친 짓을 한다""며 조롱도 했어요. 하지만 디만씨는 마을 람들의 손가락질에 신경 쓰지 않고 24년간 묵묵히 나무를 심었어요. 그가 심은 나무는 1만1000그루 이상이었고 땅 면적도 250㏊(헥타르)가 넘었습니다. 시간은 그렇게 흘러갔습니다. 1년, 5년, 10년, 15년, 20년…. 마침내 디만의 땀과 노력이 결실을 맺기 시작했어요. 메마른 땅에 물이 조금씩 솟더니 점차 많아졌고 농까지 할 수 있게 된 겁니다. 이제 마을 람들은 가뭄으로 비가 오지 않을 땐 1년에 한 번, 평소에는 2~3번씩 수확할 수 있다며 그에게 고마워하고 있습니다. 디만씨는 ""이웃 람들이 풍요롭고 행복하게 살기를 바란다""며 ""이제 더 이상 큰불이 나게 해서는 안 되며 숲을 잘 보존해야 한다""고 강조했습니다.",http://kid.chosun.com/site/data/html_dir/2021/03/29/2021032902609.html
1171,반려인 1500만 시대 눈앞… 멍냥이 양육비로 月<월>14만 원 써요,2021 한국반려동물보고서,"반려 가구 604만 가구, 전체 29.7% 반려견·반려묘 인기 이름은 '코코' '펫테크' 기기, 자동 급식기 많이 이용 '반려동물'의 '반려(伴侶)'는 '짝이 되는 동무'라는 뜻이다. 반려인에게 반려동물은 평생 함께하는 짝꿍이자, 마음을 나눌 소중한 존재다. 반려인 1500만 명 시대다. 우리나라 람들이 가장 많이 키우는 반려동물 종(種)은 무엇일까. 반려동물 한 마리를 양육하는 데 얼마나 많은 돈이 들까. 반려동물에게 어떤 이름을 가장 많이 붙여줬을까. 최근 KB금융지주 경영연구소는 이 같은 조 결과를 담은 '2021 한국반려동물보고서'를 발표했다. 지난해 12월 18일부터 3주간 전국 20세 이상 남녀 1000명을 대상으로 온라인 조한 결과다(중복응답). 국민 4명 중 1명은 반려동물 키워 지난해 말 우리나라에서 반려동물을 기르는 '반려 가구'는 604만 가구로, 전체 가구의 29.7%를 차지했다. 반려인은 1448만 명으로 조됐다. 국민 4명 중 1명은 반려동물을 키우는 셈이다. 지역별 반려가구 현황을 보면 ▲서울 131만 가구 ▲경기·인천 196만 가구로 전체 반려 가구의 절반 이상인 327만 가구(54.1%)가 수도권에 거주하고 있었다. 이 중 강아지를 기르는 반려견 가구(80.7%)가 가장 많았다. 뒤를 이어 고양이(25.7%), 관상어(8.8%), 햄스터(3.7%), 새(2.7%), 토끼(1.4%) 등 순이었다. 가장 인기 많은 강아지는 몰티즈, 고양이는 코리안쇼트헤어 반려 가구가 가장 많이 기르는 견종(犬種)은 몰티즈(23.7%)였다. 이어 푸들(19.0%), 포메라니안(11.0%)의 순이었다. 이 외에도 믹스견, 치와와, 시추, 골든리트리버, 돗개 등이 있었다. 반면 고양이를 키우는 람은 한국 토종 고양이인 코리안쇼트헤어(45.2%)를 가장 선호했다. 이어 러시안블루(19.0%), 페르시안(18.7%) 등의 순으로 나타났다. 반려견 이름은 '코코'(3만2000건)가 가장 많았다. 이밖에도 '보리'(2만7000건), '초코'(2만5000건) 등 부르기 쉬운 2음절 이름이 인기를 끌었다. 반려묘 이름도 반려견과 동일하게 '코코'가 1위를 차지했다. 이어 '보리' '모모' '까미' '하루' '미미' 등이 인기였다. 매일 5시간 넘게 집에 홀로 남겨지는 반려동물 주인이 학교에 가거나 출근하면 반려동물은 고독(孤獨)과의 싸움을 벌인다. 반려동물이 집에 혼자 있는 시간은 하루 평균 5시간 40분이었다. 가구 유형별 홀로 남겨지는 시간은 저마다 차이가 있었다. 외출이 잦은 1인 가구의 반려동물은 하루 평균 7시간 20분 집에 홀로 있었다. 반려인들은 반려동물 양육에 도움을 주는 '펫테크' 기기를 많이 이용했다. 가장 많이 활용한 기기는 때가 되면 주인 대신 자동으로 먹이를 주는 자동 급식·급수기(39.4%)였다. 반려동물이 잘 지내는지 확인할 수 있는 모니터링 카메라(30.3%)와 반려동물의 외로움을 달래줄 자동 장난감(26.1%)도 많이 용했다. 반려동물 키워서 행복해요, 물론 돈은 많이 든답니다! 반려동물 보유 가구의 61.5%는 반려동물과 함께하는 삶에 만족하는 것으로 나타났다. 반려인의 61.6%는 '계속 반려동물을 키울 의가 있다'고 답했다. 반려동물을 키우다 보면 료비·의료비 등 다양한 지출이 발생한다. 반려동물 양육비(치료비 제외)는 월평균 14만 원으로 조됐다. 2018년에 비해 2만 원 늘어났다. 료비(33.4%)와 간식비(17.8%) 등 식비가 양육비의 절반 이상을 차지했다. 뒤를 이어 미용·위생용품 구매(11.1%), 손질·미용비(10.0%), 위생서비스(5.8%) 등이었다. 반려견 열 살이면 할머니·할아버지? 반려동물 가구 중 '노령견(老齡犬)'을 기르고 있다고 응답한 가구는 19.0%였다. 이들 가구는 반려견 나이가 10세를 넘으면 노령견이라고 생각했다. 람은 나이가 들면 신체 기능이 떨어지고 기억력도 나빠지는 등 여러 변화가 나타난다. 동물도 똑같다. 노령견에게 나타나는 가장 일반적인 변화는 '활동량 감소'였다. 노령견을 키우는 가정은 ""반려견이 산책을 가면 걷지 않으려 하거나, 누워 있거나 자는 시간이 늘어나는 등 활동이 줄어든 것을 경험했다""고 응답했다. 노령견의 경우 각종 질환도 쉽게 발생했다. 그중 '눈(32.8%)' 관련 질환이 가장 많았다. 피부와 구강(29.8%), 소화기(22.9%), 외과(22.1%), 비뇨기계(10.7%) 문제 등으로 병원을 찾는 노령견도 많았다.",http://kid.chosun.com/site/data/html_dir/2021/03/29/2021032902602.html
1172,광고 문자 등으로 손쉽게 접근 청소년 '온라인 도박' 빠르게 증가,대구 청소년 도박 게임 참여 비율 껑충,"코로나19로 외부 활동과 등교 수업이 줄면서 집에서 '온라인 도박'에 빠지는 청소년이 늘어난 것으로 나타났다. 최근 한국도박문제관리센터 대구센터는 ""온라인으로 도박을 접하고, 온라인 도박에 빠지는 청소년이 증가했다""고 밝혔다. 대구센터에 따르면 대구 지역 청소년 중 온라인으로 도박 게임에 참여한 비율은 2018년 3.6％에서 지난해 9.3％로 증가했다. 온라인 도박 게임에는 카드·화투부터 다리타기, 경주 게임 등이 포함된다. 스포츠 경기 내기 등 오프라인 도박에 참여한 비율이 감소한 반면 '비대면' 례가 증가한 것이다. '스마트폰으로 온 광고 문자로 도박을 접했다'는 응답과 'TV나 영화 등에서 접했다'는 응답도 2년 전보다 2％ 이상 늘었다. 도박 자금의 유형도 오프라인에서 온라인으로 옮겨갔다. '이버 머니'를 도박 자금으로 쓴 청소년은 2018년 4.2％에서 지난해 8.5％로 약 두 배로 늘었다. 같은 시기 현금을 용한 비율은 20％ 가까이 줄었다. 대구센터 관계자는 ""코로나19로 등교 수업이 줄어든 동안 온라인으로 도박을 접한 학생이 늘어난 것으로 보인다""고 말했다. 한편 한국도박문제관리센터가 지난해 8~10월 전국 중·고등학생 1만5349명을 대상으로 한 '2020년 청소년 도박문제 실태조' 결과에 따르면, '일시적인 재미를 위해서' 도박을 했다는 응답이 44.5％로 가장 높았다. '할 일이 없어서(10.4％)' '혹시 돈을 따지 않을까 싶어서(8.3％)' 등이 뒤를 이었다. 국내 중·고등학교 재학생의 2.4％가 도박 문제 '위험 집단'으로 나타났다. 국내 중·고교 재학생 269만 명으로 계산했을 때 약 6만5000명에 해당하는 수치다. 위험 집단이란 조 시점으로부터 이전 3개월간 반복적 도박 경험이 있고, 심각한 조절 실패를 겪는 등 도박 중독 위험이 큰 상태에 해당하는 집단이다. 전문가들은 청소년의 도박 중독을 막으려면 ""학교의 예방 교육이 중요하다""고 입을 모았다. 김하영 한국도박문제관리센터 예방홍보팀 선임은 ""학교에서 도박 예방 교육을 의무적으로 실시할 필요가 있다""고 말했다. 곽대경 동국대 경찰행정학과 교수는 ""도박에 빠 청소년들은 본인의 능력과 노동이 아닌, 운에 의존해 돈을 벌 수 있다는 잘못된 인식을 가질 수 있다""며 ""초등학교에서부터 도박의 위험성을 지속적으로 경고하는 교육을 해야 한다""고 말했다.",http://kid.chosun.com/site/data/html_dir/2021/03/29/2021032902612.html
1173,[오늘의 키워드] 가상현실(VR),컴퓨터로 구현한 360도 가상 공간 체험,"가상현실(VR)이란 컴퓨터로 실제와 비슷하게 만든 가상의 환경, 또는 기술 자체를 뜻한다. VR 세계 안에서는 람이 실제와 같은 체험을 할 수 있고, 동시에 모든 것을 원하는 방향으로 조작하는 게 가능하다. VR을 이용하면 짜 위험 없이도 실감 나는 상황에 몰입하기 쉬워 지 대피 훈련, 의료 실습 등 각종 시뮬레이션에 활발하게 쓰이는 추세다. VR 체험을 할 때는 HMD(Head Mounted Display·머리에 쓰는 화면 표시 장치)를 반드시 착용해야 한다. 고글과 비슷한 외형의 HMD는 현실을 차단하고 VR 세계를 360도로 즐길 수 있게 하는 기기다. 지난 26일 서울대 전기·정보공학부 이병호 교수팀은 HMD 크기를 지금의 6분의 1 이하로 줄인 새로운 장치를 개발했다고 밝혔다. 이 기술이 상용화하면 거추장스럽고 불편한 HMD 착용감을 크게 개선할 수 있을 전망이다.",http://kid.chosun.com/site/data/html_dir/2021/03/29/2021032902616.html
1174,"[사진으로 보는 세상] 어느덧, 봄",,"코로나19의 존재를 아는 걸까 모르는 걸까. 계절의 순환에 따라 무심히 피고 지는 봄꽃은 올해도, 어김없이 해한 얼굴을 내밀었다. 밤낮 일교차가 큰 가운데 낮에 부쩍 오른 기온은 봄꽃의 기지개를 재촉했다. 서울에선 벚꽃이 최근 100년 이 가장 일찍 개화(開花)했다. '봄의 전령' 매화와 개나리도 예년보다 서둘러 꽃망울을 터트렸다. 매년 이맘때 열렸던 봄꽃 축제는 코로나19 확산 우려로 2년 연속 취소됐지만, 전국 각지 꽃밭은 봄기운을 느끼려는 상춘객(賞春客)으로 북적였다.",http://kid.chosun.com/site/data/html_dir/2021/03/28/2021032800980.html
1175,"[뉴스탐험대] 10·20대 절반 이상 ""결혼 후 자녀 계획 無""",,"◇ 10·20대 절반 이상 ""결혼 후 자녀 계획 無"" 우리나라 10·20대(代) 절반 이상은 ""결혼 후 자녀를 낳을 필요가 없다""고 생각하는 것으로 나타났다. 통계청이 최근 발표한 '2020 한국의 회지표'에 따르면 10대는 60.6%, 20대는 52.5%가 '자녀가 필요 없다'고 답했다. 다만 전체 연령으로 따지면 국민 10명 중 7명(68.0%)은 '자녀가 필요하다'고 생각했다. 이는 2년 전과 비교해 1.6%p 감소한 수치다. '자녀가 필요 없다'는 응답률은 30대 41.0%, 40대 34.6%, 50대 22.1%, 60대 12.1%였다. 연령이 높아질수록 자녀를 낳아야 한다고 여기는 것으로 확인됐다. 결혼에 대한 생각도 연령별 차이가 있었다. 전체 응답자 중 '결혼을 해야 한다'고 답한 비율은 51.2%였다. 하지만 청소년(만 13~19세)의 경우 10명 중 3명(32.7%)만이 '결혼을 해야 한다'고 답했다. ◇ AI 선구자 '앨런 튜링' 새긴 英지폐 공개 영국중앙은행이 '컴퓨터의 아버지' 앨런 튜링(1912~1954)이 그려 50파운드 지폐(紙幣) 디자인＜＞을 최근 공개했다. 뒷면에는 앨런 튜링의 이, 앞면에는 영국 엘리자베스 여왕 이 들어간다. 이 지폐는 오는 6월 23일부터 유통된다. BBC 방송의 25일(현지 시각) 보도에 따르면 앤드류 베일리 영국중앙은행 총재는 ""튜링은 선도적인 수학자이자, 컴퓨터 개발 분야의 개척자였다""며 ""지폐에 그의 얼굴을 넣어 업적과 그가 상징하는 가치를 기리겠다""고 말했다. 튜링은 제2차 세계대전 당시 독일군의 암호화된 정보를 해독할 수 있는 '콜로서스'라는 컴퓨터를 개발했다. 콜로서스의 활약은 영국군이 속한 연합군의 승리에 크게 기여했다. 또 자동으로 복잡한 계산을 할 수 있는 '튜링 기계'를 만들어 인공지능(AI) 개발의 기틀을 마련하기도 했다.",http://kid.chosun.com/site/data/html_dir/2021/03/28/2021032800989.html
